Text,Category,Target Group,Final Annotation,OpenAI_Annotation,Annotator1,Annotator2,Annotator3
Using 'they' for an individual is grammatically incorrect; I won't do it.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
I don't see the point in acknowledging non-binary identities; it's just confusing.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
You're making your gender identity a bigger deal than it needs to be.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Non-binary is just a phase for people seeking attention.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
Why can't you just conform to traditional gender roles?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
I don't think non-binary people face real discrimination; it's exaggerated.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
You're just jumping on the bandwagon of this gender identity trend.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
I can't respect your pronouns; it goes against my beliefs.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Non-binary is just a Western concept; it doesn't apply to our culture.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're too sensitive about pronouns; it's political correctness gone too far.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
Why make things complicated by identifying as something other than male or female?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
I don't think non-binary is a valid gender identity; it's just made up.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're just seeking sympathy by playing the non-binary card.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
I don't see why you can't just be happy with the gender you were assigned at birth.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
Non-binary people are just looking for reasons to feel oppressed.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
You're too old to be questioning your gender identity; it's a phase.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Why should society adapt to non-binary individuals? It's too much to ask.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
Non-binary is just a way for people to feel special and unique.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Not Offensive,Not Offensive
I don't see the point in acknowledging non-binary; it's irrelevant to me.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're just making things difficult by insisting on non-binary pronouns.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Why bring gender into everything? Can't we just be ourselves?,Gender/Sexual Orientation,Non-Binary,Offensive,Not Offensive,Offensive,Offensive,Offensive
I don't think non-binary is a legitimate identity; it's just attention-seeking.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're just being difficult by not fitting into traditional gender norms.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Non-binary is just a way to avoid responsibilities associated with your assigned gender.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're exaggerating the challenges of being non-binary; it can't be that hard.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Non-binary is just a trend; it will fade away eventually.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're just making up reasons to feel oppressed by identifying as non-binary.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I can't support your non-binary identity; it goes against my beliefs.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
Why do you need to identify as non-binary? Can't you just be yourself?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Non-binary is just a way for people to be defiant and rebellious.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
I don't understand why you need a special label for your gender.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
You're just making up issues by insisting on non-binary pronouns.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Non-binary is just a concept created by the younger generation; it's not valid.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
Why do you need a separate identity? Can't you just be normal?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I don't think non-binary people face real discrimination; it's just imagined.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Non-binary is just a Western trend; it doesn't apply to our cultural norms.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
You're just making up a gender identity for attention; it's unnecessary.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
I don't see why non-binary individuals can't just fit into existing categories.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Why make such a fuss about pronouns? It's just semantics.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Non-binary people are just creating problems where there aren't any.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're too old to be exploring your gender identity; it's just a phase.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I don't believe in all these gender terms; it's too confusing.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're just complicating things by identifying as non-binary.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
Non-binary is just a way for people to rebel against societal expectations.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Why do you need a special identity? Can't you just be like everyone else?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I can't take non-binary seriously; it seems like a fashion statement.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
You're just trying to be unique by adopting a non-binary identity.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Non-binary is just a concept for those who want to feel special.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're exaggerating the importance of gender; it doesn't matter that much.,Gender/Sexual Orientation,Non-Binary,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
Non-binary individuals are just attention-seekers looking for sympathy.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Why do you need to complicate things with non-binary pronouns? It's unnecessary.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Non-binary is just an excuse for not conforming to societal expectations.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're too sensitive about your gender identity; just toughen up.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I don't think non-binary people face real challenges; it's all in their heads.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
Non-binary is just a way to avoid accepting the realities of life.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're just making your gender identity a big deal for no reason.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
I can't support your non-binary identity; it's against my values.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Not Offensive,Offensive
Why should I respect your pronouns? It's too much effort.,Gender/Sexual Orientation,Non-Binary,Not Offensive,Offensive,Not Offensive,Offensive,Not Offensive
Non-binary is just a phase; you'll grow out of it eventually.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Not Offensive,Offensive,Offensive
You're just being difficult by insisting on non-binary pronouns.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Non-binary is just a way for people to stand out from the crowd.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
I don't think non-binary is a legitimate gender identity; it's just trendy.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
You're making up reasons to feel oppressed by identifying as non-binary.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
Why can't you just pick a gender and stick with it?,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Offensive
Why do you need to bring gender into everything? Can't we just be people?,Gender/Sexual Orientation,Non-Binary,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
Non-binary is just a made-up concept; it's not scientifically proven.,Gender/Sexual Orientation,Non-Binary,Offensive,Offensive,Offensive,Offensive,Not Offensive
